Listing Id,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Reviews per Month
49,3,93,10,9,10,10,10,9,0.69
50,1,100,10,10,10,10,10,10,0.17
51,0,96,10,10,10,10,10,10,1.02
52,22,98,10,10,10,10,9,10,2.72
53,47,90,9,9,9,9,9,9,2.35
54,33,94,10,9,10,10,10,9,0.87
55,12,83,9,8,9,8,10,8,0.49
56,24,98,10,10,9,9,10,9,0.6
57,11,100,10,10,10,10,10,10,0.83
58,8,95,10,10,10,10,10,9,1.28
59,16,95,9,9,10,10,9,9,1.31
60,0,96,10,10,10,10,10,10,1.02
61,58,97,10,10,10,10,10,10,4.58
62,2,100,10,10,10,10,10,10,0.54
63,13,89,9,9,10,10,10,9,5.42
64,7,94,10,10,10,10,10,10,1.45
65,9,96,10,10,10,10,10,9,0.84
66,2,100,10,10,10,10,10,10,2
67,10,91,9,9,10,10,9,9,0.59
68,7,100,10,10,10,10,10,10,3.44
69,11,96,10,10,10,10,10,9,3.33
70,260,95,9,9,10,10,9,9,5.62
71,0,96,10,10,10,10,10,10,1.02
72,2,90,9,8,10,10,10,10,0.27
73,0,96,10,10,10,10,10,10,1.02
74,0,96,10,10,10,10,10,10,1.02
75,0,96,10,10,10,10,10,10,1.02
76,17,98,9,10,10,10,9,10,0.73
77,2,100,10,9,10,10,10,10,1.36
78,0,96,10,10,10,10,10,10,1.02
79,4,100,10,10,10,10,10,10,4
80,82,94,10,10,10,10,9,9,2.81
81,1,100,10,10,10,10,10,10,0.09
82,0,96,10,10,10,10,10,10,1.02
83,9,91,9,10,9,9,10,10,0.46
84,23,77,8,8,9,9,9,8,3.07
85,6,92,10,10,10,10,10,8,0.38
86,27,93,10,10,10,10,10,9,1.48
87,1,100,10,10,10,10,8,10,0.11
88,5,100,10,10,10,10,10,10,3.95
89,125,97,10,10,10,10,10,10,3.57
90,26,98,10,10,10,10,10,10,2.57
91,0,96,10,10,10,10,10,10,1.02
92,106,99,10,10,10,10,10,10,4.37
93,10,96,10,10,10,10,10,9,1.46
94,14,91,9,9,10,9,10,10,1.32
95,83,92,9,9,10,10,10,9,2.63
96,6,100,10,10,10,10,10,10,0.88
97,92,97,9,9,10,10,10,9,2.3
98,8,76,8,7,8,9,9,8,0.26
99,27,96,10,9,10,10,10,9,1.49
100,45,99,10,10,10,10,10,10,6.43
101,2,100,10,10,10,10,10,9,0.63
102,19,100,10,10,10,10,10,10,1.34
103,10,87,9,9,9,9,9,8,0.59
104,0,96,10,10,10,10,10,10,1.02
105,3,87,10,9,10,10,9,10,0.51
106,5,76,8,7,7,7,9,9,0.29
107,10,100,10,10,10,10,10,10,0.57
108,16,99,10,10,10,10,10,9,3.61
109,0,96,10,10,10,10,10,10,1.02
110,8,100,10,10,10,10,10,10,1.54
111,10,92,10,9,9,10,10,9,1.51
112,4,95,9,10,10,10,9,10,0.16
113,9,96,10,10,10,10,10,10,2.7
114,1,100,10,10,10,10,10,10,0.73
115,2,90,10,10,9,10,10,9,2
116,54,82,9,7,9,9,9,9,5.98
117,0,96,10,10,10,10,10,10,1.02
118,29,94,10,9,10,10,10,9,1.12
119,0,96,10,10,10,10,10,10,1.02
120,45,98,10,10,10,10,10,10,1.04
121,12,95,10,10,10,10,9,9,0.38
122,7,89,9,10,9,9,9,9,1.05
123,10,91,10,10,10,10,9,9,0.86
124,24,98,10,10,10,10,10,10,0.53
125,36,81,8,8,9,9,9,8,8.12
126,188,92,9,9,10,10,9,9,3.67
127,10,96,10,10,10,10,9,9,0.22
128,15,93,10,9,9,9,9,10,0.78
129,2,100,10,10,10,10,10,10,0.05
130,39,95,10,10,10,10,10,9,1.72
131,64,99,10,10,10,10,10,10,2.07
132,0,96,10,10,10,10,10,10,1.02
133,16,94,9,9,9,10,10,9,0.29
134,15,92,10,8,10,10,10,9,0.48
135,0,96,10,10,10,10,10,10,1.02
136,6,93,9,8,10,10,10,9,0.17
137,0,96,10,10,10,10,10,10,1.02
138,3,100,10,10,10,10,10,10,2.25
139,7,100,10,10,10,10,10,10,0.35
140,0,96,10,10,10,10,10,10,1.02
141,2,40,5,2,6,6,6,4,0.1
142,0,96,10,10,10,10,10,10,1.02
143,0,96,10,10,10,10,10,10,1.02
144,94,90,9,9,9,9,9,9,1.41
145,121,95,10,9,10,10,10,9,3.12
146,6,100,10,9,10,10,10,10,0.31
147,23,99,10,10,10,10,10,10,1.46
148,25,98,10,10,10,10,10,9,0.99
149,15,93,9,9,10,10,10,9,1.7
150,1,100,10,10,10,10,10,10,0.04
151,8,93,9,9,10,10,9,9,5.33
152,2,100,10,9,10,10,10,10,0.23
153,0,96,10,10,10,10,10,10,1.02
154,0,96,10,10,10,10,10,10,1.02
155,8,98,10,10,9,10,10,10,0.19
156,89,89,9,9,9,9,10,9,4.68
157,107,99,10,10,10,10,10,10,5.53
158,6,100,10,10,10,10,10,10,0.73
159,0,96,10,10,10,10,10,10,1.02
160,0,96,10,10,10,10,10,10,1.02
161,211,95,10,9,10,10,9,9,3.13
162,6,90,10,8,10,10,10,9,0.29
163,15,97,10,9,10,10,10,10,0.83
164,42,93,9,9,9,10,10,9,1.53
165,0,96,10,10,10,10,10,10,1.02
166,106,85,9,8,9,9,9,9,5.02
167,1,100,10,10,10,10,10,10,0.11
168,15,96,10,10,10,10,10,10,0.87
169,61,95,10,10,10,10,10,9,1.21
170,79,96,10,10,10,10,10,10,3.64
171,0,96,10,10,10,10,10,10,1.02
172,16,99,10,10,10,10,10,10,0.9
173,102,98,10,10,10,10,10,10,1.69
174,0,96,10,10,10,10,10,10,1.02
175,0,96,10,10,10,10,10,10,1.02
176,1,100,10,10,10,10,10,10,0.56
177,0,96,10,10,10,10,10,10,1.02
178,0,96,10,10,10,10,10,10,1.02
179,19,98,10,10,10,10,10,10,1.04
180,2,70,7,10,10,10,10,6,0.44
181,0,96,10,10,10,10,10,10,1.02
182,0,96,10,10,10,10,10,10,1.02
183,169,98,10,10,10,10,10,10,7.44
184,19,93,10,10,9,9,9,9,2.39
185,0,96,10,10,10,10,10,10,1.02
186,0,96,10,10,10,10,10,10,1.02
187,19,100,10,10,10,10,9,10,3.11
188,5,100,10,10,10,10,10,10,1
189,0,96,10,10,10,10,10,10,1.02
190,0,96,10,10,10,10,10,10,1.02
191,0,96,10,10,10,10,10,10,1.02
192,11,84,10,8,9,9,9,9,0.94
193,1,100,10,10,10,10,10,10,0.79
194,45,97,10,10,10,10,9,10,2.37
195,9,100,10,9,10,10,10,10,0.19
196,4,95,9,9,10,10,9,8,0.14
197,2,99,10,9,10,10,10,10,0.04
198,15,99,10,10,10,10,10,10,0.31
199,1,100,10,10,10,10,10,8,0.04
200,38,98,10,10,10,10,10,10,3.17
201,2,100,10,10,10,10,9,9,0.12
202,0,96,10,10,10,10,10,10,1.02
203,1,100,10,10,10,10,10,10,1
204,12,85,9,9,9,9,8,9,0.41
205,0,96,10,10,10,10,10,10,1.02
206,9,76,7,5,8,8,9,8,0.61
207,7,97,9,10,9,10,10,9,0.59
208,0,96,10,10,10,10,10,10,1.02
209,2,100,9,8,10,10,10,9,0.23
210,0,96,10,10,10,10,10,10,1.02
211,0,96,10,10,10,10,10,10,1.02
212,5,100,10,10,10,10,10,10,0.23
213,0,96,10,10,10,10,10,10,1.02
214,40,94,10,10,10,10,10,9,1.76
215,0,96,10,10,10,10,10,10,1.02
216,270,96,10,10,10,10,10,10,5.56
217,33,97,10,10,10,10,10,10,4.58
218,20,98,10,10,10,10,10,9,3.73
219,5,80,9,8,10,10,9,8,0.39
220,122,92,9,9,10,10,10,9,2.23
221,53,98,10,10,10,10,10,10,3.02
222,33,92,10,10,10,10,10,10,1.28
223,0,96,10,10,10,10,10,10,1.02
224,2,100,10,10,10,10,10,10,0.03
225,0,96,10,10,10,10,10,10,1.02
226,0,96,10,10,10,10,10,10,1.02
227,0,96,10,10,10,10,10,10,1.02
228,0,96,10,10,10,10,10,10,1.02
229,0,96,10,10,10,10,10,10,1.02
230,2,90,9,9,9,9,9,7,0.08
231,0,96,10,10,10,10,10,10,1.02
232,1,100,10,10,10,10,10,10,0.16
233,0,96,10,10,10,10,10,10,1.02
234,16,100,10,10,10,10,10,10,1.26
235,14,97,10,9,10,10,10,10,0.59
236,49,96,10,10,10,10,9,9,1.39
237,41,85,9,8,9,9,9,9,2.5
238,4,95,10,10,10,10,10,9,0.08
239,27,89,9,9,10,10,10,9,5.96
240,11,98,10,10,10,10,10,10,0.92
241,93,97,10,10,10,10,10,10,1.74
242,3,93,9,9,10,10,9,9,1.58
243,113,98,10,10,10,10,10,10,2.47
244,4,100,10,10,10,10,10,10,1.12
245,23,96,10,10,10,10,9,9,1.18
246,79,99,10,10,10,10,10,10,3.35
247,0,96,10,10,10,10,10,10,1.02
248,12,98,10,10,9,10,9,10,2.77
249,1,100,10,10,8,8,10,10,1
250,45,91,9,9,10,10,9,9,2.48
251,15,95,10,10,10,10,8,10,0.36
252,24,97,10,10,10,10,9,10,0.64
253,3,100,10,10,10,10,9,10,3
254,21,99,10,10,10,10,10,10,2.97
255,0,96,10,10,10,10,10,10,1.02
256,48,98,10,9,10,10,9,10,1.95
257,3,100,10,10,10,10,10,10,0.93
258,0,96,10,10,10,10,10,10,1.02
259,52,98,10,10,10,10,10,10,2.91
260,13,91,10,9,10,10,9,9,1.95
261,4,93,9,7,10,10,9,9,0.54
262,43,98,10,10,10,10,10,10,6.42
263,0,96,10,10,10,10,10,10,1.02
264,13,95,9,9,10,10,10,9,0.35
265,0,96,10,10,10,10,10,10,1.02
266,2,100,10,10,10,10,10,10,0.43
267,27,96,10,10,10,10,10,9,1.33
268,135,92,9,9,9,10,10,9,6.02
269,8,95,9,10,10,10,10,10,1.22
270,4,70,10,10,9,9,10,9,0.94
271,40,94,10,10,10,10,10,9,0.5
272,4,100,10,10,10,10,10,10,0.33
273,0,96,10,10,10,10,10,10,1.02
274,6,96,9,9,10,10,10,8,0.14
275,32,97,10,10,10,10,10,9,1.81
276,87,94,10,10,10,10,10,9,3.27
277,15,97,10,10,10,10,10,9,3.06
278,0,96,10,10,10,10,10,10,1.02
279,15,99,10,10,10,10,10,10,1.05
280,115,92,9,9,10,10,10,9,2.68
281,1,80,8,6,10,10,8,10,0.2
282,10,89,10,7,9,9,10,8,0.56
283,4,55,7,7,5,6,10,7,0.9
284,25,94,10,9,10,10,10,9,3.75
285,15,91,9,9,8,10,10,9,1.23
286,45,98,10,10,10,10,10,9,2.99
287,5,100,10,10,10,10,10,9,1.9
288,0,96,10,10,10,10,10,10,1.02
289,15,99,10,10,10,10,10,9,1.92
290,1,100,10,10,10,10,10,10,0.06
291,1,60,8,4,8,10,10,8,0.26
292,88,89,9,9,10,10,9,9,3.37
293,1,100,10,10,10,10,10,10,0.26
294,3,93,10,9,9,10,10,10,0.67
295,0,96,10,10,10,10,10,10,1.02
296,13,92,10,10,10,10,9,9,0.74
297,3,100,10,8,10,10,9,10,1.11
298,57,94,9,9,10,10,10,9,3.2
299,12,98,10,10,10,10,10,10,2.35
300,117,94,9,10,10,10,9,9,2.8
301,3,100,10,10,10,10,9,10,0.44
302,22,90,10,9,10,10,9,9,3.61
303,80,96,10,10,10,10,9,10,5.61
304,3,93,9,10,10,10,10,8,0.46
305,30,97,10,10,10,10,9,10,3.72
306,16,98,10,10,10,10,9,10,0.88
307,29,97,10,10,10,10,9,10,4.1
308,0,96,10,10,10,10,10,10,1.02
309,21,93,10,9,10,10,9,9,0.96
310,0,96,10,10,10,10,10,10,1.02
311,1,100,10,10,10,10,10,10,0.18
312,88,95,10,10,10,10,9,9,6.07
313,4,85,8,8,10,10,10,10,0.2
314,2,100,10,10,10,10,9,10,2
315,5,88,10,9,9,10,10,10,0.31
316,1,100,10,10,10,10,10,10,0.2
317,21,96,10,10,10,10,9,10,4.88
318,5,96,10,10,10,10,10,10,1.01
319,66,97,10,9,10,10,10,10,2.25
320,5,92,10,9,10,10,10,9,1.06
321,64,94,10,10,10,10,10,10,5.27
322,0,96,10,10,10,10,10,10,1.02
323,30,96,10,9,10,10,10,10,0.46
324,93,94,10,10,10,10,9,10,1.72
325,14,98,10,10,10,10,10,10,1.12
326,66,89,9,9,9,10,9,9,2.19
327,1,80,8,6,10,10,8,4,0.22
328,0,96,10,10,10,10,10,10,1.02
329,25,98,10,10,10,10,10,10,5.32
330,15,95,10,9,10,10,10,10,1.28
331,40,91,9,9,10,10,10,9,4.94
332,10,100,10,10,10,10,10,10,0.83
333,1,80,8,8,8,8,8,8,0.36
334,68,89,9,9,9,9,10,9,2.93
335,11,85,9,9,10,10,9,9,4.46
336,13,98,10,10,10,10,10,10,0.53
337,3,100,10,10,10,10,10,10,0.12
338,0,96,10,10,10,10,10,10,1.02
339,47,95,9,9,10,10,9,9,1.5
340,85,96,10,9,10,10,9,9,2.22
341,94,88,9,9,9,9,9,9,3.28
342,0,96,10,10,10,10,10,10,1.02
343,46,92,9,9,10,10,9,9,1.27
344,19,91,10,9,10,9,8,9,1.68
345,71,87,9,8,9,9,9,9,2.9
346,2,80,8,10,10,10,10,6,0.17
347,10,96,10,9,10,9,10,9,3.75
348,5,100,10,10,10,10,10,10,1.39
349,6,90,10,9,9,9,10,10,0.87
350,0,96,10,10,10,10,10,10,1.02
351,0,96,10,10,10,10,10,10,1.02
352,14,95,9,10,10,10,10,9,0.37
353,2,90,10,10,10,10,10,10,0.29
354,20,94,10,10,10,10,10,10,8.22
355,10,90,9,10,9,9,8,9,0.31
356,18,94,9,10,10,10,9,9,0.88
357,3,100,10,10,10,10,9,10,0.1
358,0,96,10,10,10,10,10,10,1.02
359,5,100,10,10,10,10,10,10,5
360,28,99,10,10,10,10,10,10,1.33
361,25,98,10,10,10,10,10,10,7.28
362,60,99,10,10,10,10,10,10,2.12
363,21,95,10,10,10,9,10,10,5.38
364,14,95,9,9,10,10,9,10,0.45
365,6,93,9,9,10,10,9,9,1.22
366,6,96,9,10,10,10,10,10,0.16
367,16,98,10,10,10,10,10,10,0.64
368,78,100,10,10,10,10,10,10,1.68
369,7,93,9,9,9,9,9,9,4.12
370,5,92,10,10,10,10,9,10,0.21
371,9,93,10,9,10,10,9,10,0.32
372,5,100,10,10,10,10,10,10,1.22
373,0,96,10,10,10,10,10,10,1.02
374,0,96,10,10,10,10,10,10,1.02
375,22,99,10,10,10,10,10,10,5.12
376,2,90,7,9,10,9,10,9,0.32
377,65,97,10,10,10,10,10,10,2.89
378,3,87,7,9,10,10,10,9,0.22
379,0,96,10,10,10,10,10,10,1.02
380,27,99,10,10,10,10,10,10,6.53
381,44,92,9,9,10,10,9,9,1.28
382,28,98,10,10,10,10,10,10,0.81
383,43,97,10,10,10,10,10,9,1.86
384,1,100,10,10,10,10,10,10,1
385,3,100,10,10,10,10,10,10,1.1
386,8,100,9,10,10,10,9,9,0.84
387,1,100,10,10,10,10,10,10,1
388,0,96,10,10,10,10,10,10,1.02
389,13,95,10,10,10,10,10,9,1.34
390,1,80,4,10,10,10,8,8,0.05
391,11,98,9,10,10,10,10,10,1.05
392,17,93,9,10,10,10,9,9,1.38
393,35,99,10,10,10,10,10,10,4.39
394,20,92,9,10,10,10,10,9,1.57
395,2,100,10,8,10,10,4,10,0.24
396,6,93,10,10,10,9,9,9,0.27
397,6,97,10,9,10,10,10,10,0.94
398,4,100,10,10,10,10,10,8,1.79
399,2,100,8,10,10,10,10,9,0.16
400,26,98,10,10,10,10,9,10,0.6
401,0,96,10,10,10,10,10,10,1.02
402,4,85,10,6,10,10,10,9,0.41
403,7,100,10,10,10,10,10,10,0.44
404,15,93,9,9,10,10,9,9,0.65
405,24,93,9,10,9,10,9,9,1.15
406,0,96,10,10,10,10,10,10,1.02
407,0,96,10,10,10,10,10,10,1.02
408,0,96,10,10,10,10,10,10,1.02
409,3,100,10,10,10,10,9,10,0.93
410,52,95,10,9,10,10,10,9,5.98
411,188,100,10,10,10,10,10,10,4.85
412,2,100,10,10,10,10,10,10,0.38
413,106,77,8,8,9,9,8,8,5.99
414,121,92,9,9,10,10,10,9,3.53
415,21,96,9,9,10,10,10,9,0.83
416,22,96,9,10,10,10,9,9,0.33
417,26,93,9,9,10,9,9,9,0.53
418,22,96,10,9,10,10,10,10,5.41
419,57,98,10,10,10,10,10,10,4.44
420,19,91,10,10,10,10,9,9,3.7
421,74,96,10,10,10,10,10,9,3.77
422,18,97,10,10,10,10,10,10,4.32
423,46,98,10,10,10,10,10,10,2.73
424,62,97,10,9,10,10,10,10,3.41
425,9,91,10,10,9,9,10,9,0.5
426,0,96,10,10,10,10,10,10,1.02
427,37,92,10,9,9,10,10,9,2.17
428,1,100,10,10,8,10,10,10,0.25
429,11,96,10,9,10,10,9,9,1.85
430,8,95,9,10,10,10,10,10,0.65
431,8,94,9,10,10,10,9,9,0.44
432,16,96,10,9,10,10,10,10,0.58
433,34,95,10,10,10,10,10,9,5.13
434,10,94,9,9,10,10,10,10,2.08
435,133,97,10,10,10,10,9,10,2.33
436,5,99,9,10,10,10,10,10,0.08
437,18,98,10,10,10,10,10,10,2.34
438,16,95,10,10,10,10,10,9,2.31
439,0,96,10,10,10,10,10,10,1.02
440,16,98,10,10,10,10,10,10,1.26
441,7,100,10,10,10,10,10,9,0.34
442,111,99,10,10,10,10,10,10,6.61
443,16,94,10,10,10,10,9,9,1.71
444,211,94,10,10,10,10,9,9,5.32
445,2,100,10,9,10,10,9,10,0.09
446,2,90,9,10,10,9,8,9,0.12
447,58,100,10,10,10,10,10,10,5.34
448,0,96,10,10,10,10,10,10,1.02
449,1,100,10,10,10,10,10,10,0.39
450,30,95,10,9,10,10,9,9,1.65
451,3,98,10,10,10,10,9,10,0.09
452,1,60,8,6,10,6,8,8,0.1
453,26,83,8,8,9,9,9,9,3.58
454,5,96,10,10,10,10,9,10,0.49
455,6,63,7,6,8,9,8,6,0.44
456,4,95,10,10,10,10,10,10,4
457,0,96,10,10,10,10,10,10,1.02
458,0,96,10,10,10,10,10,10,1.02
459,7,86,9,9,9,8,10,9,7
460,0,96,10,10,10,10,10,10,1.02
461,2,100,10,10,10,10,10,10,0.1
462,2,100,10,10,10,10,10,10,0.2
463,16,87,10,9,10,9,10,10,2.42
464,52,88,9,9,9,9,10,9,2.94
465,11,85,9,9,9,9,9,9,2.26
466,15,87,9,9,10,9,7,8,2.25
467,7,90,9,10,10,10,8,10,2.39
468,0,96,10,10,10,10,10,10,1.02
469,72,97,10,10,10,10,10,10,12.63
470,36,98,10,10,10,10,10,10,1.08
471,0,96,10,10,10,10,10,10,1.02
472,6,100,10,10,10,10,10,9,0.28
473,105,95,10,10,10,9,10,9,2.92
474,2,90,8,10,10,10,10,10,0.16
475,2,100,9,9,10,10,10,9,0.11
476,7,97,10,10,10,10,9,9,3.28
477,0,96,10,10,10,10,10,10,1.02
478,0,96,10,10,10,10,10,10,1.02
479,11,91,9,10,9,9,10,9,0.87
480,41,96,9,10,9,9,9,9,1.04
481,0,96,10,10,10,10,10,10,1.02
482,8,83,9,9,10,10,10,8,1.14
483,12,90,9,9,10,10,10,9,0.64
484,12,90,9,9,9,9,9,9,1.08
485,213,90,9,9,10,10,9,9,2.83
486,0,96,10,10,10,10,10,10,1.02
487,0,96,10,10,10,10,10,10,1.02
488,4,100,10,10,10,10,10,9,0.07
489,7,100,10,9,10,10,10,10,0.49
490,119,98,10,10,10,10,10,10,3.94
491,55,95,9,9,10,10,9,9,0.78
492,0,96,10,10,10,10,10,10,1.02
493,221,95,10,10,10,10,9,9,6.29
494,2,100,10,10,10,10,10,8,0.48
495,10,98,10,9,10,10,10,10,0.3
496,1,100,10,10,8,10,10,10,0.03
497,97,99,10,10,10,10,10,10,6.08
498,5,100,10,10,10,10,10,10,1.92
499,10,84,9,8,10,10,9,9,0.56
500,79,99,10,10,10,10,10,10,2.85
501,180,98,10,10,10,10,9,10,6.42
502,0,96,10,10,10,10,10,10,1.02
503,10,93,9,9,10,10,8,9,0.32
504,3,93,10,9,9,10,10,10,0.13
505,18,100,10,10,10,10,10,10,0.55
506,3,93,10,10,10,9,9,10,0.14
507,2,100,10,10,10,10,8,9,0.11
508,12,100,10,10,10,10,10,10,2.13
509,0,96,10,10,10,10,10,10,1.02
510,113,95,10,10,10,10,10,9,2.01
511,5,96,10,9,10,10,8,8,0.49
512,37,87,9,8,9,10,9,9,4.87
513,20,97,10,10,10,10,10,9,3.51
514,0,96,10,10,10,10,10,10,1.02
515,20,92,9,10,10,10,10,9,3.57
516,33,99,10,10,10,10,10,10,0.4
517,173,97,10,10,10,10,10,10,5.52
518,28,85,8,7,10,10,9,8,3.57
519,3,87,9,7,10,10,9,9,0.09
520,67,90,9,9,9,9,9,9,1.6
521,41,98,10,10,10,10,10,10,6.28
522,11,96,10,10,10,10,10,10,1.85
523,0,96,10,10,10,10,10,10,1.02
524,0,96,10,10,10,10,10,10,1.02
525,124,97,10,9,10,10,10,9,1.57
526,25,94,10,9,10,10,10,9,2.52
527,37,95,9,10,10,10,10,10,0.91
528,0,96,10,10,10,10,10,10,1.02
529,42,100,10,10,10,10,10,10,0.85
530,21,95,10,9,10,10,10,10,1.56
531,0,96,10,10,10,10,10,10,1.02
532,86,95,10,10,10,10,9,10,7.09
533,0,96,10,10,10,10,10,10,1.02
534,4,100,10,8,10,10,10,10,0.26
535,9,96,10,10,10,10,10,10,2.81
536,3,87,9,9,10,10,9,10,0.42
537,13,100,10,10,10,10,10,10,0.53
538,8,95,10,9,10,10,9,10,0.66
539,1,100,10,10,10,10,10,10,0.12
540,3,93,9,10,10,10,9,9,1.1
541,1,100,10,8,10,8,10,8,0.08
542,7,97,10,10,10,10,10,10,0.2
543,167,97,10,10,10,10,10,10,4.57
544,14,100,10,10,10,10,10,10,1.47
545,0,96,10,10,10,10,10,10,1.02
546,1,100,10,10,10,10,10,10,1
547,1,100,10,10,10,10,10,10,1
548,0,96,10,10,10,10,10,10,1.02
549,24,97,10,10,10,10,10,10,2.38
550,0,96,10,10,10,10,10,10,1.02
551,5,90,10,10,10,10,10,9,0.32
552,20,93,10,9,10,10,10,10,1.86
553,0,96,10,10,10,10,10,10,1.02
554,218,97,10,10,10,10,10,10,5.3
555,11,100,10,10,10,10,10,10,11
556,2,100,10,10,10,10,10,9,0.8
557,0,96,10,10,10,10,10,10,1.02
558,1,100,8,8,8,10,6,8,0.04
559,57,89,9,9,9,10,9,9,1.92
560,22,84,9,8,9,9,10,8,0.74
561,0,96,10,10,10,10,10,10,1.02
562,3,93,9,10,10,9,10,9,0.65
563,0,96,10,10,10,10,10,10,1.02
564,6,87,9,9,10,10,10,9,0.26
565,5,96,10,9,10,10,10,9,1.15
566,8,100,10,10,10,10,10,10,0.67
567,0,96,10,10,10,10,10,10,1.02
568,1,96,10,10,10,10,10,10,0.43
569,2,70,8,7,9,8,8,7,1.87
570,6,96,10,10,9,10,9,9,1.19
571,46,97,10,9,10,10,10,10,1.28
572,36,97,9,10,10,10,10,10,6.88
573,22,90,10,10,9,9,8,9,1.44
574,2,100,9,10,10,10,10,9,0.26
575,1,100,10,10,10,10,10,10,1
576,17,95,10,10,10,10,8,9,1.41
577,2,70,8,8,7,10,10,10,0.65
578,20,98,10,10,10,10,9,9,0.84
579,10,98,10,10,10,10,9,10,0.29
580,12,95,10,9,10,10,10,9,4.44
581,0,96,10,10,10,10,10,10,1.02
582,4,90,8,8,10,10,8,9,0.33
583,0,96,10,10,10,10,10,10,1.02
584,2,100,9,10,10,10,10,10,0.04
585,7,100,10,10,9,10,9,10,0.13
586,0,96,10,10,10,10,10,10,1.02
587,42,98,10,10,10,10,9,10,3.48
588,175,90,9,10,10,9,9,9,4.76
589,134,85,9,9,9,9,9,9,3.72
590,0,96,10,10,10,10,10,10,1.02
591,28,82,9,8,9,9,8,8,3.18
592,17,93,10,9,10,10,10,9,1.45
593,8,97,9,9,10,9,10,10,2.35
594,0,96,10,10,10,10,10,10,1.02
595,0,96,10,10,10,10,10,10,1.02
596,46,95,9,9,10,10,10,10,1.5
597,28,99,10,10,10,10,10,10,1
598,20,98,10,10,10,10,10,10,0.87
599,0,96,10,10,10,10,10,10,1.02
600,6,100,10,10,10,10,10,10,2.07
601,9,91,10,9,10,10,9,9,0.71
602,10,86,9,9,9,9,9,8,0.39
603,7,94,9,10,9,9,9,9,0.64
604,4,95,10,9,10,10,10,10,0.25
605,8,95,10,10,10,10,10,10,4.21
606,6,90,9,9,9,10,10,9,0.67
607,0,96,10,10,10,10,10,10,1.02
608,2,100,10,10,10,10,8,10,0.23
609,12,67,8,5,9,8,10,8,4.09
610,16,96,10,10,10,10,10,10,1.83
611,0,96,10,10,10,10,10,10,1.02
612,33,98,10,10,10,10,10,10,2.3
613,8,98,9,10,10,10,10,9,2.79
614,11,100,10,10,10,10,10,10,1.84
615,0,96,10,10,10,10,10,10,1.02
616,149,97,10,10,10,10,9,10,4
617,11,91,9,10,10,10,9,10,2.26
618,2,100,10,10,10,10,10,10,0.47
619,13,90,9,10,10,10,10,9,0.27
620,35,96,10,10,10,10,9,9,0.63
621,134,95,9,9,10,10,9,9,3.81
622,2,100,10,10,10,10,10,10,2
623,0,96,10,10,10,10,10,10,1.02
624,20,92,10,10,10,10,9,9,2.9
625,0,96,10,10,10,10,10,10,1.02
626,88,98,10,10,10,10,9,10,6.07
627,184,97,10,10,10,10,9,10,4.02
628,17,93,10,8,10,9,9,9,0.93
629,18,92,10,10,10,10,10,9,0.32
630,121,97,10,10,10,10,10,10,1.54
